name,description,is_windows_service,ports,protocol,process_name,service_name,icmp_code,icmp_type
nsrexec [EMC Networker],,FALSE,7937,tcp,,,0,0
portmap [EMC Networker],,FALSE,7938,tcp,,,0,0
