name,description,is_windows_service,ports,protocol,process_name,service_name,icmp_code,icmp_type
RADIUS,,FALSE,1645,udp,,,0,
RADIUS,,FALSE,1646,udp,,,0,
Accounting [Radius],,FALSE,1813,udp,,,0,0
Authentication [Radius],,FALSE,1812,udp,,,0,0
