name,description,is_windows_service,ports,protocol,process_name,service_name,icmp_code,icmp_type
GxCVD [Commvault],Commvault Backup,FALSE,8400,tcp,,,0,0
GxEvMgrS [Commvault],Commvault Server Event Manager,FALSE,8401,tcp,,,0,0
GxFWD [Commvault],Commvault Firewall Tunnel Port ,FALSE,8403,tcp,,,0,0
