name,description,is_windows_service,ports,protocol,process_name,service_name,icmp_code,icmp_type
NRPE [Nagios],NRPE,FALSE,5666,tcp,,,0,0
NCPA [Nagios],NCPA,FALSE,5693,tcp,,,0,0
NSCA [Nagios],NSCA,FALSE,5667,tcp,,,0,0
